COUNTY,REGION,GRDSPAN,PAIRCAMP,CAMPUS,DISTRICT,CAMPNAME,DISTNAME,CNTYNAME,GRDTYPE,CFLCHART,CFLALTED,PAIRNAME,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST,C_RATING
"'101","'04","'EE - 05"," ","'101912383","'101912","DEANDA EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912389","'101912","KETELSEN EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","1","A"
"'101","'04","'06 - 08"," ","'101912390","'101912","ENERGIZED FOR STEM ACADEMY MIDDLE","HOUSTON ISD","HARRIS","M","N","N"," ","1","0","1","1","1","0","0","B"
"'101","'04","'02 - 05"," ","'101912394","'101912","NEFF EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912395","'101912","HINES-CALDWELL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101912396","'101912","RAY DAILY EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","1"," ","1","A"
"'101","'04","'06 - 12"," ","'101912402","'101912","SECONDARY DAEP","HOUSTON ISD","HARRIS","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'06 - 08"," ","'101912456","'101912","H S AHEAD ACADEMY","HOUSTON ISD","HARRIS","M","N","Y"," "," "," "," "," "," "," "," ","C"
"'101","'04","'06 - 12"," ","'101912458","'101912","MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN","HOUSTON ISD","HARRIS","B","N","N"," ","0","0","0","0","0","0","0","B"
"'101","'04","'PK - 08"," ","'101912460","'101912","MANDARIN IMMERSION MAGNET SCHOOL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1","0","1","A"
"'101","'04","'06 - 12"," ","'101912463","'101912","YOUNG WOMEN'S COLLEGE PREP ACADEMY","HOUSTON ISD","HARRIS","B","N","N"," ","1","1","1","0","1","1","1","A"
"'101","'04","'06 - 08"," ","'101912467","'101912","BAYLOR COLLEGE OF MEDICINE ACADEMY AT RYAN","HOUSTON ISD","HARRIS","M","N","N"," ","1","1","1","1","1","1","1","A"
"'101","'04","'09 - 12"," ","'101912468","'101912","ENERGY INSTITUTE H S","HOUSTON ISD","HARRIS","S","N","N"," ","0","1","1","1","1","1","1","A"
"'101","'04","'EE - KG","'101912479","'101912470","'101912","FONWOOD EARLY CHILDHOOD CTR","HOUSTON ISD","HARRIS","E","N","N","SHADYDALE EL"," "," "," "," "," "," "," ","C"
"'101","'04","'PK - 05"," ","'101912473","'101912","HILLIARD EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101912475","'101912","ELMORE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'101","'04","'06 - 08"," ","'101912476","'101912","FOREST BROOK MIDDLE","HOUSTON ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'101","'04","'09 - 12"," ","'101912477","'101912","NORTH FOREST H S","HOUSTON ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'PK - 06"," ","'101912478","'101912","ARABIC IMMERSION MAGNET SCHOOL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","0"," ","1","A"
"'101","'04","'KG - 05"," ","'101912479","'101912","SHADYDALE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'101","'04","'KG - 05"," ","'101912480","'101912","MARSHALL EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912483","'101912","MARK WHITE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","1","1","0"," ","1","B"
"'101","'04","'09 - 12"," ","'101912484","'101912","MIDDLE COLLEGE H S AT HCC GULFTON","HOUSTON ISD","HARRIS","S","N","Y"," "," "," "," "," "," "," "," ","B"
"'101","'04","'09 - 12"," ","'101912485","'101912","MIDDLE COLLEGE H S AT HCC FRAGA","HOUSTON ISD","HARRIS","S","N","Y"," "," "," "," "," "," "," "," ","A"
"'101","'04","'09 - 12"," ","'101912486","'101912","SOUTH EARLY COLLEGE H S","HOUSTON ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","A"
"'101","'04","'09 - 12"," ","'101913001","'101913","HUMBLE H S","HUMBLE ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'101","'04","'09 - 12"," ","'101913002","'101913","KINGWOOD H S","HUMBLE ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","A"
"'101","'04","'09 - 12"," ","'101913005","'101913","QUEST EARLY COLLEGE H S","HUMBLE ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","1","A"
"'101","'04","'09 - 12"," ","'101913008","'101913","ATASCOCITA H S","HUMBLE ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","B"
"'101","'04","'09 - 12"," ","'101913013","'101913","KINGWOOD PARK H S","HUMBLE ISD","HARRIS","S","N","N"," ","1","0","0","0","1","0","0","B"
"'101","'04","'09 - 12"," ","'101913014","'101913","SUMMER CREEK H S","HUMBLE ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'06 - 12"," ","'101913015","'101913","HUMBLE COMMUNITY LEARNING CENTER","HUMBLE ISD","HARRIS","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'06 - 08"," ","'101913041","'101913","HUMBLE MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'06 - 08"," ","'101913042","'101913","KINGWOOD MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'06 - 08"," ","'101913043","'101913","CREEKWOOD MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","B"
"'101","'04","'06 - 08"," ","'101913044","'101913","ATASCOCITA MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","1","0","C"
"'101","'04","'06 - 08"," ","'101913045","'101913","RIVERWOOD MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","A"
"'101","'04","'06 - 08"," ","'101913046","'101913","TIMBERWOOD MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","Not Rated: Senate Bill 1365"
"'101","'04","'06 - 08"," ","'101913047","'101913","ROSS STERLING MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'06 - 08"," ","'101913048","'101913","WOODCREEK MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'06 - 08"," ","'101913049","'101913","WESTLAKE MIDDLE","HUMBLE ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'PK - 05"," ","'101913101","'101913","HUMBLE EL","HUMBLE ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913102","'101913","LAKELAND EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101913103","'101913","NORTH BELT EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913104","'101913","FOSTER EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101913105","'101913","WOODLAND HILLS EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101913106","'101913","BEAR BRANCH EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913107","'101913","ELM GROVE EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101913108","'101913","OAKS EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'KG - 05"," ","'101913109","'101913","GREENTREE EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913110","'101913","TIMBERS EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'101","'04","'KG - 05"," ","'101913111","'101913","PINEFOREST EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'101","'04","'EE - 05"," ","'101913112","'101913","DEERWOOD EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101913113","'101913","WILLOW CREEK EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","0","A"
"'101","'04","'KG - 05"," ","'101913114","'101913","HIDDEN HOLLOW EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913115","'101913","WHISPERING PINES EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'KG - 05"," ","'101913116","'101913","SHADOW FOREST EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","A"
"'101","'04","'PK - 05"," ","'101913117","'101913","JACK M FIELDS SR EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101913118","'101913","OAK FOREST EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913119","'101913","MAPLEBROOK EL","HUMBLE ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101913120","'101913","SUMMERWOOD EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913121","'101913","EAGLE SPRINGS EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101913122","'101913","PARK LAKES EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101913123","'101913","RIVER PINES EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101913124","'101913","FALL CREEK EL","HUMBLE ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101913125","'101913","LAKESHORE EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913126","'101913","ATASCOCITA SPRINGS EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101913127","'101913","RIDGE CREEK EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101913128","'101913","GROVES EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101913129","'101913","CENTENNIAL EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101913130","'101913","AUTUMN CREEK EL","HUMBLE ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'09 - 10"," ","'101913197","'101913","HIGHPOINT EAST","HUMBLE ISD","HARRIS","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'09 - 09"," ","'101913198","'101913","JJAEP CAMPUS","HUMBLE ISD","HARRIS","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'09 - 12"," ","'101914001","'101914","KATY H S","KATY ISD","HARRIS","S","N","N"," ","0","0","0","0","1","0","1","A"
"'101","'04","'09 - 12"," ","'101914002","'101914","TAYLOR H S","KATY ISD","HARRIS","S","N","N"," ","0","1","1","1","1","1","1","A"
"'101","'04","'06 - 12"," ","'101914003","'101914","OPPORT AWARENESS CTR","KATY ISD","HARRIS","B","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'09 - 12"," ","'101914005","'101914","MAYDE CREEK H S","KATY ISD","HARRIS","S","N","N"," ","0","1","0","0","1","1","0","B"
"'101","'04","'09 - 12"," ","'101914007","'101914","CINCO RANCH H S","KATY ISD","HARRIS","S","N","N"," ","0","1","1","1","1","1","1","A"
"'101","'04","'09 - 12"," ","'101914009","'101914","MORTON RANCH H S","KATY ISD","HARRIS","S","N","N"," ","0","0","1","0","1","1","0","C"
"'101","'04","'09 - 12"," ","'101914010","'101914","SEVEN LAKES H S","KATY ISD","HARRIS","S","N","N"," ","0","1","1","1","1","1","1","A"
"'101","'04","'09 - 12"," ","'101914012","'101914","TOMPKINS H S","KATY ISD","HARRIS","S","N","N"," ","0","1","1","1","1","1","1","A"
"'101","'04","'09 - 12"," ","'101914013","'101914","PAETOW H S","KATY ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","B"
"'101","'04","'09 - 11"," ","'101914014","'101914","JORDAN H S","KATY ISD","HARRIS","S","N","N"," ","0","1","1","1","1","1","1","A"
"'101","'04","'10 - 10"," ","'101914033","'101914","HARRIS CO SCH FOR ACCELERATED LRN","KATY ISD","HARRIS","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'09 - 10"," ","'101914034","'101914","FORT BEND CO ALTER","KATY ISD","HARRIS","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'06 - 08"," ","'101914041","'101914","KATY J H","KATY ISD","HARRIS","M","N","N"," ","0","0","0","0","1","1","1","B"
"'101","'04","'06 - 08"," ","'101914042","'101914","WEST MEMORIAL J H","KATY ISD","HARRIS","M","N","N"," ","1","1","1","1","1","1","1","B"
"'101","'04","'06 - 08"," ","'101914043","'101914","MAYDE CREEK J H","KATY ISD","HARRIS","M","N","N"," ","0","1","0","1","1","1","1","B"
"'101","'04","'06 - 08"," ","'101914044","'101914","MEMORIAL PARKWAY J H","KATY ISD","HARRIS","M","N","N"," ","0","1","1","1","1","1","1","B"
"'101","'04","'06 - 08"," ","'101914045","'101914","T H MCDONALD J H","KATY ISD","HARRIS","M","N","N"," ","0","0","0","0","0","0","1","B"
"'101","'04","'06 - 08"," ","'101914046","'101914","RODGER & ELLEN BECK J H","KATY ISD","HARRIS","M","N","N"," ","1","1","1","1","1","1","1","A"
"'101","'04","'06 - 08"," ","'101914047","'101914","GARLAND MCMEANS J H","KATY ISD","HARRIS","M","N","N"," ","1","1","1","1","1","1","1","A"
"'101","'04","'06 - 08"," ","'101914048","'101914","CINCO RANCH J H","KATY ISD","HARRIS","M","N","N"," ","1","1","1","0","1","1","1","A"
"'101","'04","'06 - 08"," ","'101914049","'101914","MORTON RANCH J H","KATY ISD","HARRIS","M","N","N"," ","0","0","0","0","1","1","1","B"
"'101","'04","'06 - 08"," ","'101914050","'101914","BECKENDORFF J H","KATY ISD","HARRIS","M","N","N"," ","1","1","1","1","1","1","1","A"
"'101","'04","'06 - 08"," ","'101914051","'101914","CARDIFF J H","KATY ISD","HARRIS","M","N","N"," ","0","0","0","0","0","1","1","B"
"'101","'04","'06 - 08"," ","'101914052","'101914","WOODCREEK J H","KATY ISD","HARRIS","M","N","N"," ","0","1","0","0","1","0","0","A"
"'101","'04","'06 - 08"," ","'101914053","'101914","SEVEN LAKES J H","KATY ISD","HARRIS","M","N","N"," ","1","0","1","1","1","1","1","A"
"'101","'04","'06 - 08"," ","'101914054","'101914","TAYS J H","KATY ISD","HARRIS","M","N","N"," ","0","0","0","1","1","0","1","A"
"'101","'04","'06 - 08"," ","'101914055","'101914","STOCKDICK J H","KATY ISD","HARRIS","M","N","N"," ","1","1","0","0","1","0","1","B"
"'101","'04","'06 - 08"," ","'101914056","'101914","ADAMS J H","KATY ISD","HARRIS","M","N","N"," ","0","1","0","0","1","1","1","A"
"'101","'04","'06 - 08"," ","'101914057","'101914","HASKETT J H","KATY ISD","HARRIS","M","N","N"," ","0","1","0","0","1","1","1","B"
"'101","'04","'PK - 05"," ","'101914101","'101914","MAURICE L WOLFE EL","KATY ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101914102","'101914","KATY EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","1","1"," ","0","A"
"'101","'04","'EE - 05"," ","'101914103","'101914","WEST MEMORIAL EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101914104","'101914","MEMORIAL PARKWAY EL","KATY ISD","HARRIS","E","N","N"," ","0","1","1","0","1"," ","1","B"
"'101","'04","'EE - 05"," ","'101914105","'101914","ZELMA HUTSELL EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101914106","'101914","BEAR CREEK EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101914107","'101914","CIMARRON EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101914108","'101914","DIANE WINBORN EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101914109","'101914","NOTTINGHAM COUNTRY EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101914110","'101914","SUNDOWN EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101914111","'101914","MAYDE CREEK EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101914112","'101914","HAZEL S PATTISON EL","KATY ISD","HARRIS","E","N","N"," ","0","1","1","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914113","'101914","LORAINE T GOLBOW EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","1","B"
"'101","'04","'EE - 05"," ","'101914114","'101914","EDNA MAE FIELDER EL","KATY ISD","HARRIS","E","N","N"," ","0","1","1","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914115","'101914","JEANETTE HAYES EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914116","'101914","MCROBERTS EL","KATY ISD","HARRIS","E","N","N"," ","1","1","0","0","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914117","'101914","ROOSEVELT ALEXANDER EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914118","'101914","JAMES E WILLIAMS EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101914119","'101914","SUE CREECH EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","1","B"
"'101","'04","'EE - 05"," ","'101914120","'101914","ROBERT KING EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101914121","'101914","JEAN & BETTY SCHMALZ EL","KATY ISD","HARRIS","E","N","N"," ","0","0","1","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101914122","'101914","ODESSA KILPATRICK EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914123","'101914","ROBERTA WRIGHT RYLANDER EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101914124","'101914","JOELLA EXLEY EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914125","'101914","JACK & SHARON RHOADS EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101914126","'101914","FRANZ EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","1","B"
"'101","'04","'EE - 05"," ","'101914127","'101914","GRIFFIN EL","KATY ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914128","'101914","URSULA STEPHENS EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","1","B"
"'101","'04","'EE - 05"," ","'101914129","'101914","WOODCREEK EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101914130","'101914","MORTON RANCH EL","KATY ISD","HARRIS","E","N","N"," ","0","1","1","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914131","'101914","BONNIE HOLLAND EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101914132","'101914","STANLEY C STANLEY EL","KATY ISD","HARRIS","E","N","N"," ","0","1","1","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101914133","'101914","TOM WILSON EL","KATY ISD","HARRIS","E","N","N"," ","1","1","0","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914134","'101914","RAY AND JAMIE WOLMAN EL","KATY ISD","HARRIS","E","N","N"," ","1","1","0","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101914137","'101914","FRED AND PATTI SHAFER EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","A"
"'101","'04","'EE - 05"," ","'101914138","'101914","KEIKO DAVIDSON EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101914139","'101914","JAMES E RANDOLPH EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101914140","'101914","JENKS EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","0","A"
"'101","'04","'EE - 05"," ","'101914141","'101914","BETHKE EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101914142","'101914","BRYANT EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101914143","'101914","CAMPBELL EL","KATY ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101914144","'101914","LEONARD EL","KATY ISD","HARRIS","E","N","N"," ","0","0","1","1","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101914145","'101914","MCELWAIN EL","KATY ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'09 - 12"," ","'101915001","'101915","KLEIN H S","KLEIN ISD","HARRIS","S","N","N"," ","1","1","0","1","1","0","0","B"
"'101","'04","'09 - 12"," ","'101915002","'101915","KLEIN FOREST H S","KLEIN ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'09 - 12"," ","'101915003","'101915","KLEIN OAK H S","KLEIN ISD","HARRIS","S","N","N"," ","0","0","0","0","0","1","0","B"
"'101","'04","'09 - 12"," ","'101915004","'101915","KLEIN COLLINS H S","KLEIN ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","B"
"'101","'04","'09 - 12"," ","'101915005","'101915","KLEIN CAIN H S","KLEIN ISD","HARRIS","S","N","N"," ","1","0","0","0","0","0","0","B"
