CAMPUS,CA0GS18R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CALL_UPDATE,CAMPNAME,CASC4X18R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G_18_19,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G_18_19,CD2S,CD3,CD3G_18_19,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP19F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_APPEAL_DECISION,C_RATING_18_19,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_GRADE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
094901109,.,0,1,0,0,0,0, , ,KOENNECKE EL,.,49,77,.,.,.,.,C,77,70,C,72,49,B,81,B,81,76,C,77,80, ,N,N,N,N,N,N,N,N,N,Y,N,GUADALUPE,.,94,285,53.0,70,14.4,486,538,0,0.0,359,66.7,92,17.1,0,0.0,40,7.4,0,0.0,.,.,.,.,., ,B,.,SEGUIN ISD,94901,5,KG,KG - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094901110,.,0,0,0,0,0,0, , ,VOGEL EL,.,39,67,.,.,.,.,D,67,62,F,59,39,D,66,D,66,14,F,48,61, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,214,52.8,78,19.2,406,405,0,0.0,278,68.6,76,18.8,0,0.0,33,8.1,0,0.0,.,.,.,.,., ,D,.,SEGUIN ISD,94901,5,KG,KG - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094901111,., , , , , , , , ,LIZZIE M BURGES ALTERNATIVE SCHOOL,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,N,N,N,N,N,GUADALUPE,.,94,48,100.0,207,100,207,48,0,0.0,41,85.4,5,10.4,0,0.0,12,25.0,0,0.0,.,.,.,.,., ,Not Rated,.,SEGUIN ISD,94901,12,4,04 - 12,B, ,.,., , ,20,REGION 20: SAN ANTONIO
094901112,., , , , , , , , ,JUVENILE DETENTION CENTER,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,.,RESIDENTIAL FACILITY,N,Y,N,N,N,N,N,N,N,N,Y,GUADALUPE,.,94,20,100.0,274,100,274,20,0,0.0,5,25.0,1,5.0,0,0.0,6,30.0,0,0.0,0,.,0,50,0, ,Not Rated,.,SEGUIN ISD,94901,11,6,06 - 11,B, ,.,., , ,20,REGION 20: SAN ANTONIO
094902001,97.9,0,0,1,0,0,0,0, ,SAMUEL CLEMENS H S,98.8,60,90,65,91,97.4,90,A,90,67,C,76,63,C,79,C,79,87,B,86,89, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,2629,100.0,303,10.9,2783,2629,0,0.0,662,25.2,65,2.5,0,0.0,227,8.6,0,0.0,.,.,.,.,., ,B,.,SCHERTZ-CIBOLO-U CITY ISD,94902,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
094902002,80.9, , , , , , , , ,ALLISON L STEELE E L C,85.2,36,86,20,86,98.2,95,B,88,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,92,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,85,100.0,174,97.8,178,85,0,0.0,32,37.6,3,3.5,0,0.0,12,14.1,0,0.0,4,85,4,32,0, ,A,.,SCHERTZ-CIBOLO-U CITY ISD,94902,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
094902003,96.2,0,1,1,1,0,0,0, ,BYRON P STEELE II H S,96.9,67,92,68,92,98.9,95,A,93,77,B,87,68,B,81,B,87,83,B,85,91, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,2496,100.0,288,11.3,2544,2496,0,0.0,529,21.2,39,1.6,0,0.0,210,8.4,0,0.0,.,.,.,.,., ,A,.,SCHERTZ-CIBOLO-U CITY ISD,94902,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
094902041,.,1,0,0,0,0,0,0, ,RAY D CORBETT J H,.,56,86,.,.,.,.,B,86,74,B,83,56,B,80,B,83,92,A,92,88, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,1148,100.0,140,11,1273,1148,0,0.0,405,35.3,65,5.7,.,0.0,113,9.8,0,0.0,.,.,.,.,., ,B,.,SCHERTZ-CIBOLO-U CITY ISD,94902,8,7,07 - 08,M, ,.,., , ,20,REGION 20: SAN ANTONIO
094902042,.,0,0,0,0,0,0,0, ,DOBIE J H,.,58,88,.,.,.,.,B,88,75,B,84,58,C,72,B,84,92,A,92,89, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,1255,100.0,142,10.6,1336,1255,0,0.0,322,25.7,32,2.5,.,0.0,129,10.3,0,0.0,.,.,.,.,., ,B,.,SCHERTZ-CIBOLO-U CITY ISD,94902,8,7,07 - 08,M, ,.,., , ,20,REGION 20: SAN ANTONIO
094902101,.,0,0,0,0,0, , , ,WIEDERSTEIN EL,.,50,77,.,.,.,.,C,77,52,F,54,50,D,60,D,60,37,D,65,73, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,292,43.8,90,13.5,668,666,0,0.0,203,30.5,14,2.1,.,0.0,87,13.1,0,0.0,.,.,.,.,., ,C,.,SCHERTZ-CIBOLO-U CITY ISD,94902,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094902102,.,0,0,0,0,0, , , ,ROSE GARDEN EL,.,47,75,.,.,.,.,C,75,72,C,75,47,D,69,C,75,72,C,76,75, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,3B,94,267,42.2,78,17.4,448,632,0,0.0,298,47.2,15,2.4,.,0.0,62,9.8,0,0.0,.,.,.,.,., ,C,.,SCHERTZ-CIBOLO-U CITY ISD,94902,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094902103,.,0,0,0,0,0, , , ,SCHERTZ EL,.,38,65,.,.,.,.,D,65,63,F,59,38,F,58,F,59,28,D,62,64, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,280,38.1,73,12.1,603,735,0,0.0,410,55.8,134,18.2,.,0.0,83,11.3,0,0.0,.,.,.,.,., ,D,.,SCHERTZ-CIBOLO-U CITY ISD,94902,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094902108,.,1,0,0,1,1,0, , ,LAURA INGALLS WILDER INT,.,55,85,.,.,.,.,B,85,76,B,85,55,B,82,B,85,100,A,100,90, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,804,100.0,130,14.4,902,804,0,0.0,337,41.9,73,9.1,.,0.0,85,10.6,0,0.0,.,.,.,.,., ,A,.,SCHERTZ-CIBOLO-U CITY ISD,94902,6,5,05 - 06,M, ,.,., , ,20,REGION 20: SAN ANTONIO
094902109,.,0,0,0,0,0,0, , ,BARBARA JORDAN INT,.,57,87,.,.,.,.,B,87,72,B,80,57,C,70,B,80,71,B,82,86, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,738,100.0,89,12.1,736,738,0,0.0,191,25.9,11,1.5,.,0.0,89,12.1,0,0.0,.,.,.,.,., ,B,.,SCHERTZ-CIBOLO-U CITY ISD,94902,6,5,05 - 06,M, ,.,., , ,20,REGION 20: SAN ANTONIO
094902110,.,0,0,0,0,0, , , ,WATTS EL,.,53,80,.,.,.,.,B,80,67,D,67,53,C,72,C,72,66,C,75,79, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,241,38.5,79,15.3,518,626,0,0.0,234,37.4,16,2.6,.,0.0,73,11.7,0,0.0,.,.,.,.,., ,C,.,SCHERTZ-CIBOLO-U CITY ISD,94902,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094902111,.,0,0,0,0,0, , , ,NORMA J PASCHAL EL,.,51,78,.,.,.,.,C,78,68,D,69,51,F,58,D,69,72,C,76,77, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,283,40.7,68,12.2,558,695,0,0.0,163,23.5,7,1.0,.,0.0,56,8.1,0,0.0,.,.,.,.,., ,C,.,SCHERTZ-CIBOLO-U CITY ISD,94902,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094902112,.,0,0,0,0,0, , , ,GREEN VALLEY EL,.,50,77,.,.,.,.,C,77,63,F,59,50,D,62,D,62,35,D,65,73, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,3B,94,289,41.0,78,12.9,607,705,0,0.0,228,32.3,22,3.1,.,0.0,74,10.5,0,0.0,.,.,.,.,., ,C,.,SCHERTZ-CIBOLO-U CITY ISD,94902,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094902113,.,0,0,0,0,0, , , ,JOHN A SIPPEL EL,.,46,74,.,.,.,.,C,74,59,F,57,46,F,57,F,57,20,F,56,69, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,285,37.2,65,10.7,607,766,0,0.0,239,31.2,12,1.6,.,0.0,103,13.4,0,0.0,.,.,.,.,., ,D,.,SCHERTZ-CIBOLO-U CITY ISD,94902,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094902114,.,0,0,0,0,0,0, , ,ELAINE S SCHLATHER INT,.,57,87,.,.,.,.,B,87,70,C,77,57,D,69,C,77,69,B,81,85, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,802,100.0,100,12.6,795,802,0,0.0,192,23.9,12,1.5,.,0.0,95,11.8,0,0.0,.,.,.,.,., ,B,.,SCHERTZ-CIBOLO-U CITY ISD,94902,6,5,05 - 06,M, ,.,., , ,20,REGION 20: SAN ANTONIO
094902115,.,0,0,0,0,0, , , ,CIBOLO VALLEY EL,.,48,76,.,.,.,.,C,76,65,D,62,48,F,57,D,62,52,C,71,75, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,3B,94,410,41.6,90,11.6,774,986,0,0.0,271,27.5,111,11.3,.,0.0,105,10.6,0,0.0,.,.,.,.,., ,C,.,SCHERTZ-CIBOLO-U CITY ISD,94902,4,EE,EE - 04,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094903001,94.4,1,1,0,0,1,0,0, ,NAVARRO H S,95.7,62,91,74,94,99.3,95,A,93,74,B,84,68,B,83,B,84,96,A,92,93, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,637,100.0,44,6.9,636,637,0,0.0,173,27.2,15,2.4,0,0.0,50,7.8,0,0.0,.,.,.,.,., ,A,.,NAVARRO ISD,94903,12,9,09 - 12,S, ,.,., , ,13,REGION 13: AUSTIN
094903041,.,1,0,1,1,0,0,0, ,NAVARRO J H,.,59,89,.,.,.,.,B,89,79,B,89,59,B,81,B,89,98,A,98,92, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,324,100.0,25,7,359,324,0,0.0,104,32.1,10,3.1,0,0.0,21,6.5,0,0.0,.,.,.,.,., ,A,.,NAVARRO ISD,94903,8,7,07 - 08,M, ,.,., , ,13,REGION 13: AUSTIN
094903101,.,1,1,0, ,0, , , ,NAVARRO EL,.,61,90,.,.,.,.,A,90,.,Not Rated,.,61,B,86,B,86,100,A,100,93, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,128,23.4,33,8.4,392,546,0,0.0,246,45.1,34,6.2,0,0.0,57,10.4,0,0.0,.,.,.,.,., ,A,.,NAVARRO ISD,94903,3,EE,EE - 03,E, ,.,., , ,13,REGION 13: AUSTIN
094903102,.,0,0,0,0,0,0, , ,NAVARRO INT,.,56,85,.,.,.,.,B,85,68,D,69,56,B,80,B,80,67,C,75,82, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,433,100.0,44,9.6,459,433,0,0.0,178,41.1,25,5.8,0,0.0,31,7.2,0,0.0,.,.,.,.,., ,B,.,NAVARRO ISD,94903,6,4,04 - 06,E, ,.,., , ,13,REGION 13: AUSTIN
094904001,89.9,0,1,1,1,0,1,0, ,MARION H S,88.6,61,90,55,86,100,100,A,90,75,B,85,58,B,81,B,85,79,B,84,88, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,439,100.0,52,11.4,458,439,0,0.0,167,38.0,5,1.1,0,0.0,32,7.3,0,0.0,.,.,.,.,., ,B,.,MARION ISD,94904,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
094904003,., , , , , , , , ,MARION ALTERNATIVE CENTER,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,Y,N,N,N,N,N,N,N,GUADALUPE,.,94,2,100.0,21,100,21,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,.,.,.,.,., ,Not Rated,.,MARION ISD,94904,11,10,10 - 11,S, ,.,., , ,20,REGION 20: SAN ANTONIO
094904041,.,0,0,1,0,0,1,1, ,MARION MIDDLE,.,55,85,.,.,.,.,B,85,63,D,63,55,B,81,B,81,52,C,76,82, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,356,100.0,50,13.2,379,356,.,0.0,140,39.3,10,2.8,.,0.0,27,7.6,0,0.0,.,.,.,.,., ,B,.,MARION ISD,94904,8,6,06 - 08,M, ,.,., , ,20,REGION 20: SAN ANTONIO
094904101,., , , , , , , , ,NORMA KRUEGER EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,78, ,N,N,N,N,N,N,N,Y,N,N,N,GUADALUPE, ,94,0,0.0,24,11.1,216,372,.,0.0,192,51.6,22,5.9,.,0.0,38,10.2,.,0.0,.,.,.,.,., ,C,.,MARION ISD,94904,2,EE,EE - 02,E, ,.,.,94904102,NORMA KRUEGER EL/BERT KARRER CAMPU,20,REGION 20: SAN ANTONIO
094904102,.,0,0,0,0,0,0, , ,NORMA KRUEGER EL/BERT KARRER CAMPU,.,51,78,.,.,.,.,C,78,73,C,77,51,C,75,C,77,77,C,77,78, ,N,N,N,N,N,N,N,N,N,Y,N,GUADALUPE,3B,94,308,100.0,43,12.5,344,308,.,0.0,142,46.1,22,7.1,.,0.0,32,10.4,.,0.0,.,.,.,.,., ,C,.,MARION ISD,94904,5,3,03 - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
095901001,86,0,0,1,0,0,0,1, ,ABERNATHY H S,90.2,56,85,78,95,100,100,A,92,67,C,76,67,B,87,B,87,84,B,85,90, ,N,N,N,N,N,N,N,N,N,N,N,HALE,.,95,238,100.0,18,7.5,240,238,0,0.0,101,42.4,3,1.3,0,0.0,17,7.1,0,0.0,.,.,.,.,., ,A,.,ABERNATHY ISD,95901,12,9,09 - 12,S, ,.,., , ,17,REGION 17: LUBBOCK
095901041,.,0,0,0,0,0,0,0, ,ABERNATHY MIDDLE,.,44,75,.,.,.,.,C,75,63,D,63,44,C,74,C,74,14,D,62,71, ,N,N,N,N,N,N,N,N,N,N,N,HALE,1B,95,188,100.0,18,9.3,194,188,0,0.0,100,53.2,5,2.7,0,0.0,17,9.0,0,0.0,.,.,.,.,., ,C,.,ABERNATHY ISD,95901,8,6,06 - 08,M, ,.,., , ,17,REGION 17: LUBBOCK
095901101,.,1,1,1,1,1,0, , ,ABERNATHY EL,.,55,83,.,.,.,.,B,83,76,B,82,55,B,84,B,84,100,A,100,89, ,N,N,N,N,N,N,N,N,N,N,N,HALE,.,95,162,46.0,26,9.3,281,352,0,0.0,194,55.1,7,2.0,0,0.0,21,6.0,0,0.0,.,.,.,.,., ,B,.,ABERNATHY ISD,95901,5,PK,PK - 05,E, ,.,., , ,17,REGION 17: LUBBOCK
095902001,75,0,0,0,0,1,0,1, ,COTTON CENTER SCHOOL,75,49,77,66,92,100,100,B,88,69,C,79,58,B,87,B,87,63,C,78,85, ,N,N,N,N,N,N,N,N,N,N,N,HALE,3A,95,89,71.2,28,25,112,125,0,0.0,89,71.2,6,4.8,0,0.0,9,7.2,0,0.0,.,.,.,.,., ,B,.,COTTON CENTER ISD,95902,12,PK,PK - 12,B, ,.,., , ,17,REGION 17: LUBBOCK
095903001,85.4,1,0,0,1,0,0,0, ,HALE CENTER H S,87.5,52,79,73,93,100,100,B,89,73,B,83,63,B,89,B,89,94,B,89,89, ,N,N,N,N,N,N,N,N,N,N,N,HALE,.,95,173,100.0,19,10.4,182,173,.,0.0,107,61.8,5,2.9,0,0.0,20,11.6,.,0.0,.,.,.,.,., ,B,.,HALE CENTER ISD,95903,12,9,09 - 12,S, ,.,., , ,17,REGION 17: LUBBOCK
095903102,.,0,0,0,0,0, , , ,AKIN EL,.,42,71,.,.,.,.,C,71,67,D,67,42,C,74,C,74,37,D,65,71, ,N,N,N,N,N,N,N,N,N,N,N,HALE,1B,95,99,33.9,28,12.9,217,292,.,0.0,213,72.9,29,9.9,.,0.0,20,6.8,.,0.0,.,.,.,.,., ,C,.,HALE CENTER ISD,95903,4,EE,EE - 04,E, ,.,., , ,17,REGION 17: LUBBOCK
095903103,.,1,0,0,1,0,0,0, ,CARR MIDDLE,.,36,67,.,.,.,.,D,67,72,B,80,36,C,70,B,80,58,C,77,79, ,N,N,N,N,N,N,N,N,N,N,N,HALE,1B,95,182,100.0,15,8.9,168,182,.,0.0,133,73.1,15,8.2,.,0.0,15,8.2,.,0.0,.,.,.,.,., ,C,.,HALE CENTER ISD,95903,8,5,05 - 08,M, ,.,., , ,17,REGION 17: LUBBOCK
095904001,81.8,1,0,1,0,0,0,1, ,PETERSBURG SCHOOL,100,50,77,91,98,100,100,A,90,67,C,76,71,A,92,A,92,84,B,85,90, ,N,N,N,N,N,N,N,N,N,N,N,HALE,.,95,217,74.1,17,7,243,293,0,0.0,220,75.1,34,11.6,0,0.0,38,13.0,0,0.0,.,.,.,.,., ,A,.,PETERSBURG ISD,95904,12,PK,PK - 12,B, ,.,., , ,17,REGION 17: LUBBOCK
095905001,94.7,0,1,1,1,0,0,0, ,PLAINVIEW H S,95.4,51,78,93,98,94.5,80,B,86,80,A,90,72,A,92,A,92,68,C,79,88, ,N,N,N,N,N,N,N,N,N,N,N,HALE,.,95,1466,100.0,231,15.2,1518,1466,.,0.0,1023,69.8,43,2.9,0,0.0,153,10.4,.,0.0,.,.,.,.,., ,B,.,PLAINVIEW ISD,95905,12,9,09 - 12,S, ,.,., , ,17,REGION 17: LUBBOCK
095905004,., , , , , , , , ,HALE COUNTY JJAEP,.,.,.,.,.,.,.,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,Y,N,N,N,N,N,HALE,.,95,10,100.0,61,93.8,65,10,.,0.0,10,100.0,0,0.0,0,0.0,0,0.0,.,0.0,.,.,.,.,., ,Not Rated,.,PLAINVIEW ISD,95905,11,9,09 - 11,S, ,.,., , ,17,REGION 17: LUBBOCK
095905043,.,0,0,0,0,0,1,0, ,CORONADO MIDDLE,.,36,67,.,.,.,.,D,67,59,F,58,36,C,72,C,72,13,D,61,69, ,N,N,N,N,N,N,N,N,N,N,N,HALE,1B,95,642,100.0,62,9.6,647,642,.,0.0,479,74.6,53,8.3,.,0.0,84,13.1,.,0.0,.,.,.,.,., ,D,.,PLAINVIEW ISD,95905,8,6,06 - 08,M, ,.,., , ,17,REGION 17: LUBBOCK
095905044,.,0,0,1,0,0,1,1, ,ESTACADO MIDDLE,.,43,75,.,.,.,.,C,75,61,F,59,43,B,83,B,83,17,D,63,77, ,N,N,N,N,N,N,N,N,N,N,N,HALE,2,95,639,100.0,71,11.3,630,639,.,0.0,491,76.8,14,2.2,.,0.0,46,7.2,.,0.0,.,.,.,.,., ,C,.,PLAINVIEW ISD,95905,8,6,06 - 08,M, ,.,., , ,17,REGION 17: LUBBOCK
095905102,.,0,0,0,0,0,0, , ,COLLEGE HILL EL,.,38,65,.,.,.,.,D,65,66,D,65,38,D,66,D,66,28,D,62,65, ,N,N,N,N,N,N,N,N,N,N,N,HALE,2,95,175,45.8,42,11.1,380,382,.,0.0,277,72.5,9,2.4,.,0.0,26,6.8,.,0.0,.,.,.,.,., ,D,.,PLAINVIEW ISD,95905,5,PK,PK - 05,E, ,.,., , ,17,REGION 17: LUBBOCK
095905103,.,0,1,0,1,0,0, , ,EDGEMERE EL,.,41,70,.,.,.,.,C,70,79,B,86,41,C,75,B,86,60,C,73,82, ,N,N,N,N,N,N,N,N,N,N,N,HALE,3B,95,211,48.8,41,10.4,396,432,.,0.0,351,81.3,13,3.0,.,0.0,47,10.9,.,0.0,.,.,.,.,., ,B,.,PLAINVIEW ISD,95905,5,PK,PK - 05,E, ,.,., , ,17,REGION 17: LUBBOCK
095905105,.,0,0,0,1,0,1, , ,HIGHLAND EL,.,45,73,.,.,.,.,C,73,78,B,85,45,B,80,B,85,74,C,77,83, ,N,N,N,N,N,N,N,N,N,N,N,HALE,.,95,187,45.7,42,11.4,367,409,.,0.0,326,79.7,20,4.9,.,0.0,29,7.1,.,0.0,.,.,.,.,., ,B,.,PLAINVIEW ISD,95905,5,PK,PK - 05,E, ,.,., , ,17,REGION 17: LUBBOCK
095905106,.,0,0,0,1,0,1, , ,HILLCREST EL,.,40,69,.,.,.,.,D,69,77,B,83,40,C,75,B,83,65,C,74,80, ,N,N,N,N,N,N,N,N,N,N,N,HALE,2,95,207,50.1,51,13.7,373,413,.,0.0,369,89.3,81,19.6,.,0.0,49,11.9,.,0.0,.,.,.,.,., ,B,.,PLAINVIEW ISD,95905,5,PK,PK - 05,E, ,.,., , ,17,REGION 17: LUBBOCK
095905108,.,1,0,1,0,0,1, , ,LA MESA EL,.,47,75,.,.,.,.,C,75,71,C,74,47,B,80,B,80,81,C,78,79, ,N,N,N,N,N,N,N,N,N,N,N,HALE,.,95,260,50.8,55,12.6,436,512,.,0.0,362,70.7,52,10.2,.,0.0,86,16.8,.,0.0,.,.,.,.,., ,C,.,PLAINVIEW ISD,95905,5,EE,EE - 05,E, ,.,., , ,17,REGION 17: LUBBOCK
095905109,.,0,0,0,0,0,0, , ,THUNDERBIRD EL,.,40,69,.,.,.,.,D,69,67,D,67,40,C,74,C,74,46,D,69,73, ,N,N,N,N,N,N,N,N,N,N,N,HALE,.,95,226,50.7,38,9.5,400,446,.,0.0,382,85.7,87,19.5,.,0.0,38,8.5,.,0.0,.,.,.,.,., ,C,.,PLAINVIEW ISD,95905,5,PK,PK - 05,E, ,.,., , ,17,REGION 17: LUBBOCK
096904001,75,0,0,0,0,0,0,0, ,MEMPHIS H S,78.3,45,73,50,82,100,100,B,82,70,B,80,48,B,81,B,81,41,C,73,79, ,N,N,N,N,N,N,N,N,N,N,N,HALL,.,96,152,100.0,24,15.7,153,152,0,0.0,99,65.1,9,5.9,0,0.0,19,12.5,0,0.0,.,.,.,.,., ,C,.,MEMPHIS ISD,96904,12,9,09 - 12,S, ,.,., , ,16,REGION 16: AMARILLO
096904041,.,0,0,0,1,0,0,0, ,MEMPHIS MIDDLE,.,34,64,.,.,.,.,D,64,70,C,77,34,D,63,C,77,55,C,76,77, ,N,N,N,N,N,N,N,N,N,N,N,HALL,2,96,104,100.0,9,8.4,107,104,.,0.0,70,67.3,10,9.6,.,0.0,16,15.4,0,0.0,.,.,.,.,., ,C,.,MEMPHIS ISD,96904,8,6,06 - 08,M, ,.,., , ,16,REGION 16: AMARILLO
096904101,.,0,0,0,0,0,1, , ,AUSTIN EL,.,48,76,.,.,.,.,C,76,72,C,75,48,B,84,B,84,75,C,77,82, ,N,N,N,N,N,N,N,N,N,Y,N,HALL,.,96,93,100.0,24,19.5,123,93,.,0.0,76,81.7,21,22.6,.,0.0,13,14.0,.,0.0,.,.,.,.,., ,B,.,MEMPHIS ISD,96904,5,3,03 - 05,E, ,.,., , ,16,REGION 16: AMARILLO
096904103,., , , , , , , , ,TRAVIS EL,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,82, ,N,N,N,N,N,N,N,Y,N,N,N,HALL, ,96,0,0.0,16,23.2,69,139,.,0.0,123,88.5,30,21.6,.,0.0,20,14.4,.,0.0,.,.,.,.,., ,B,.,MEMPHIS ISD,96904,2,PK,PK - 02,E, ,.,.,96904101,AUSTIN EL,16,REGION 16: AMARILLO
096905001,93.3,1,0,1,0,1,0,0, ,VALLEY SCHOOL,93.8,56,85,100,100,100,100,A,94,65,C,73,78,A,94,A,94,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,HALL,.,96,162,73.6,19,9.9,191,220,0,0.0,131,59.5,13,5.9,0,0.0,20,9.1,0,0.0,.,.,.,.,., ,A,.,TURKEY-QUITAQUE ISD,96905,12,PK,PK - 12,B, ,.,., , ,16,REGION 16: AMARILLO
097902001,55.2,0,1,0,0,1,1,0, ,HAMILTON H S,58.5,51,78,66,92,100,100,B,88,72,B,82,59,B,84,B,84,67,C,79,85, ,N,N,N,N,N,N,N,N,N,N,N,HAMILTON,.,97,234,100.0,48,18.1,265,234,0,0.0,111,47.4,5,2.1,0,0.0,28,12.0,0,0.0,.,.,.,.,., ,B,.,HAMILTON ISD,97902,12,9,09 - 12,S, ,.,., , ,12,REGION 12: WACO
097902041,.,0,0,1,1,1,0,1, ,HAMILTON J H,.,54,85,.,.,.,.,B,85,71,C,79,54,B,85,B,85,64,C,79,83, ,N,N,N,N,N,N,N,N,N,N,N,HAMILTON,.,97,171,100.0,19,10.3,184,171,.,0.0,85,49.7,4,2.3,.,0.0,16,9.4,0,0.0,.,.,.,.,., ,B,.,HAMILTON ISD,97902,8,6,06 - 08,M, ,.,., , ,12,REGION 12: WACO
097902102,.,0,0,0,0,0,1, , ,ANN WHITNEY EL,.,51,78,.,.,.,.,C,78,75,B,80,51,B,80,B,80,62,C,74,78, ,N,N,N,N,N,N,N,N,N,N,N,HAMILTON,2,97,210,49.6,48,13.7,351,423,.,0.0,230,54.4,36,8.5,.,0.0,66,15.6,.,0.0,.,.,.,.,., ,C,.,HAMILTON ISD,97902,5,PK,PK - 05,E, ,.,., , ,12,REGION 12: WACO
097903001,80,0,0,0,0,0,0,0, ,HICO H S,80,52,79,55,86,100,100,B,86,66,C,75,54,B,83,B,83,65,C,78,84, ,N,N,N,N,N,N,N,N,N,N,N,HAMILTON,3B,97,290,100.0,30,9.9,303,290,0,0.0,169,58.3,22,7.6,0,0.0,26,9.0,0,0.0,.,.,.,.,., ,B,.,HICO ISD,97903,12,6,06 - 12,B, ,.,., , ,12,REGION 12: WACO
