DISTRICT,CAMPUS,COUNTY,REGION,GRDSPAN,PAIRCAMP,CD1A,CD1B,CD1C,CD2B,CGRPRATE21,CELPRATE21,CCCPRATE21,CSTPRATE21,CAAPRATE21,CPEMALLC,CPEMALLT,CPEMALLP,CPETALLC,CPETECOC,CPETSPEC,CPE0312C,CAMPNAME,REGNNAME,DISTNAME,CNTYNAME,GRDLOW,GRDHIGH,GRDTYPE,CPETLEPC,CPETSTEC,CPETECHC,CPETPTEC,CPETLEPP,CPETECOP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIRD,CFLALTED,CFLAEC,CFLRTF,PAIRNAME,CFLPAIRO,CFLAEATYPE,CFLPAIR,CDA00A00T019R,CDA00A00T021R,C_RATING
084909,084909105,84,4,PK - 05, ,51,.,.,51,.,100,.,78,86,68,608,11.2,678,370,81,333,WILLIAM F BARNETT EL,REGION 04: HOUSTON,SANTA FE ISD,GALVESTON,PK,05,E,48,.,.,.,7.1,54.6,11.9,0.0,0.0,0.0,49.1,N,N,N,N,N,N,N,N,N, ,N, ,N,.,97,Not Rated: Declared State of Disaster
084910,084910001,84,4,09 - 12, ,55,62,99.4,59,88,100,100,92,71,302,2607,11.6,2377,567,305,2377,CLEAR CREEK H S,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,09,12,S,160,.,.,0,6.7,23.9,12.8,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,95,Not Rated: Declared State of Disaster
084910,084910002,84,4,09 - 12, ,64,66,96.4,65,25,100,100,92,81,283,2489,11.4,2436,528,210,2436,CLEAR LAKE H S,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,09,12,S,167,.,.,0,6.9,21.7,8.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,94,Not Rated: Declared State of Disaster
084910,084910003,84,4,09 - 12, ,57,57,98.6,57,88,100,91,100,68,216,2440,8.9,2391,589,285,2391,CLEAR BROOK H S,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,09,12,S,109,.,.,0,4.6,24.6,11.9,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,96,Not Rated: Declared State of Disaster
084910,084910004,84,4,09 - 12, ,51,23,100,.,100,.,0,100,33,87,219,39.7,128,40,25,128,CLEAR VIEW H S,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,09,12,S,3,.,.,0,2.3,31.3,19.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,Y,N, ,N,AEC OF CHOICE,N,98,98,Not Rated: Declared State of Disaster
084910,084910005,84,4,11 - 11, ,.,.,.,.,.,.,.,.,.,2,2,100,2,1,1,2,GALVESTON CO JJAEP,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,11,11,S,0,.,.,0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,N,N,N,Y,N,N,N,N,N, ,N, ,N,.,.,Not Rated
084910,084910008,84,4,06 - 12, ,.,.,.,.,.,.,.,.,.,354,359,98.6,40,15,5,40,CLEAR PATH ALTERNATIVE SCHOOL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,12,B,3,.,.,0,7.5,37.5,12.5,0.0,0.0,0.0,100.0,N,Y,N,N,N,N,N,N,N, ,N, ,N,.,.,Not Rated
084910,084910009,84,4,09 - 12, ,64,67,99.3,66,88,100,100,92,50,168,2905,5.8,2826,302,310,2826,CLEAR SPRINGS H S,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,09,12,S,68,.,.,0,2.4,10.7,11.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,95,Not Rated: Declared State of Disaster
084910,084910010,84,4,09 - 12, ,70,100,100,85,100,.,100,89,100,44,472,9.3,444,149,0,444,CLEAR HORIZONS EARLY COLLEGE H S,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,09,12,S,29,.,444,0,6.5,33.6,0.0,100.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,92,Not Rated: Declared State of Disaster
084910,084910011,84,4,09 - 12, ,62,62,97.8,62,63,100,100,100,62,284,2769,10.3,2557,331,229,2557,CLEAR FALLS H S,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,09,12,S,69,.,.,0,2.7,12.9,9.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,94,Not Rated: Declared State of Disaster
084910,084910042,84,4,06 - 08, ,52,.,.,52,.,.,.,50,77,97,1032,9.4,958,158,105,958,SEABROOK INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,24,.,.,.,2.5,16.5,11.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,89,Not Rated: Declared State of Disaster
084910,084910043,84,4,06 - 08, ,45,.,.,45,.,100,.,17,27,126,962,13.1,840,278,114,840,CLEAR LAKE INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,73,.,.,.,8.7,33.1,13.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,93,Not Rated: Declared State of Disaster
084910,084910044,84,4,06 - 08, ,43,.,.,43,.,0,.,8,18,163,1141,14.3,922,335,148,922,SPACE CENTER INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,147,.,.,.,15.9,36.3,16.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
084910,084910045,84,4,06 - 08, ,66,.,.,66,.,0,.,100,95,58,1073,5.4,1083,149,85,1083,LEAGUE CITY INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,63,.,.,.,5.8,13.8,7.8,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,92,Not Rated: Declared State of Disaster
084910,084910046,84,4,06 - 08, ,48,.,.,48,.,.,.,50,45,63,958,6.6,897,173,161,897,CREEKSIDE INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,27,.,.,.,3.0,19.3,17.9,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,93,Not Rated: Declared State of Disaster
084910,084910047,84,4,06 - 08, ,48,.,.,48,.,100,.,58,50,98,1031,9.5,968,267,150,968,BROOKSIDE INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,63,.,.,.,6.5,27.6,15.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
084910,084910048,84,4,06 - 08, ,51,.,.,51,.,0,.,75,55,76,1165,6.5,1051,148,113,1051,VICTORY LAKES INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,68,.,.,.,6.5,14.1,10.8,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
084910,084910049,84,4,06 - 08, ,65,.,.,65,.,100,.,92,91,62,1228,5,1217,297,106,1217,WESTBROOK INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,112,.,.,.,9.2,24.4,8.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,91,Not Rated: Declared State of Disaster
084910,084910050,84,4,06 - 08, ,46,.,.,46,.,0,.,17,36,77,918,8.4,940,181,108,940,BAYSIDE INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,91,.,.,.,9.7,19.3,11.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
084910,084910051,84,4,06 - 08, ,34,.,.,34,.,100,.,0,0,116,829,14,760,352,125,760,CLEAR CREEK INT,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,06,08,M,119,.,.,.,15.7,46.3,16.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,95,Not Rated: Declared State of Disaster
084910,084910101,84,4,EE - 05, ,45,.,.,45,.,100,.,9,44,69,481,14.3,505,218,72,257,CLEAR LAKE CITY EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,62,.,.,.,12.3,43.2,14.3,0.0,0.0,0.0,50.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
084910,084910102,84,4,KG - 05, ,52,.,.,52,.,.,.,64,50,49,580,8.4,622,136,50,319,ED H WHITE EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,KG,05,E,22,.,.,.,3.5,21.9,8.0,0.0,0.0,0.0,51.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
084910,084910103,84,4,EE - 05, ,49,.,.,49,.,100,.,60,75,92,613,15,726,485,71,335,LEAGUE CITY EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,281,.,.,.,38.7,66.8,9.8,0.0,0.0,0.0,46.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
084910,084910104,84,4,EE - 05, ,44,.,.,44,.,.,.,27,57,42,511,8.2,558,228,74,258,JAMES H ROSS EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,36,.,.,.,6.5,40.9,13.3,0.0,0.0,0.0,46.2,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
084910,084910105,84,4,EE - 05, ,46,.,.,46,.,100,.,55,63,56,524,10.7,616,245,95,317,BAY EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,51,.,.,.,8.3,39.8,15.4,0.0,0.0,0.0,51.5,N,N,N,N,N,N,N,N,N, ,N, ,N,99,96,Not Rated: Declared State of Disaster
084910,084910106,84,4,EE - 05, ,42,.,.,42,.,100,.,0,31,92,635,14.5,691,381,89,314,LAVACE STEWART EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,300,.,.,.,43.4,55.1,12.9,0.0,0.0,0.0,45.4,N,N,N,N,N,N,N,N,N, ,N, ,N,99,97,Not Rated: Declared State of Disaster
084910,084910107,84,4,EE - 05, ,34,.,.,34,.,100,.,0,6,108,634,17,758,562,85,323,MARGARET S MCWHIRTER EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,409,.,.,.,54.0,74.1,11.2,0.0,0.0,0.0,42.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
084910,084910108,84,4,EE - 05, ,40,.,.,40,.,100,.,20,25,83,540,15.4,570,373,87,272,G H WHITCOMB EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,102,.,.,.,17.9,65.4,15.3,0.0,0.0,0.0,47.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
084910,084910110,84,4,EE - 05, ,46,.,.,46,.,100,.,27,45,87,561,15.5,624,314,90,301,P H GREENE EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,78,.,.,.,12.5,50.3,14.4,0.0,0.0,0.0,48.2,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
084910,084910111,84,4,EE - 05, ,45,.,.,45,.,100,.,30,38,59,439,13.4,505,246,83,240,ARMAND BAYOU EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,68,.,.,.,13.5,48.7,16.4,0.0,0.0,0.0,47.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,91,Not Rated: Declared State of Disaster
084910,084910112,84,4,PK - 05, ,45,.,.,45,.,100,.,10,39,53,669,7.9,742,350,86,378,C D LANDOLT EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,PK,05,E,298,.,.,.,40.2,47.2,11.6,0.0,0.0,0.0,50.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
084910,084910115,84,4,KG - 05, ,49,.,.,49,.,.,.,45,36,34,444,7.7,496,116,71,251,WALTER HALL EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,KG,05,E,22,.,.,.,4.4,23.4,14.3,0.0,0.0,0.0,50.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
084910,084910116,84,4,EE - 05, ,50,.,.,50,.,100,.,27,61,65,518,12.5,551,184,74,279,JOHN F WARD EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,87,.,.,.,15.8,33.4,13.4,0.0,0.0,0.0,50.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
084910,084910117,84,4,KG - 05, ,54,.,.,54,.,.,.,67,86,73,660,11.1,697,191,81,365,LLOYD R FERGUSON EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,KG,05,E,23,.,.,.,3.3,27.4,11.6,0.0,0.0,0.0,52.4,N,N,N,N,N,N,N,N,N, ,N, ,N,99,92,Not Rated: Declared State of Disaster
084910,084910118,84,4,KG - 05, ,54,.,.,54,.,100,.,70,72,60,678,8.8,772,285,68,396,BROOKWOOD EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,KG,05,E,290,.,.,.,37.6,36.9,8.8,0.0,0.0,0.0,51.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
084910,084910119,84,4,EE - 05, ,41,.,.,41,.,100,.,9,29,51,620,8.2,643,287,85,316,WEDGEWOOD EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,41,.,.,.,6.4,44.6,13.2,0.0,0.0,0.0,49.1,N,N,N,N,N,N,N,N,N, ,N, ,N,99,96,Not Rated: Declared State of Disaster
084910,084910120,84,4,EE - 05, ,57,.,.,57,.,.,.,90,100,28,597,4.7,650,105,81,331,I W AND ELEANOR HYDE EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,33,.,.,.,5.1,16.2,12.5,0.0,0.0,0.0,50.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
084910,084910121,84,4,EE - 05, ,46,.,.,46,.,100,.,18,56,90,629,14.3,643,273,83,321,NORTH POINTE EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,156,.,.,.,24.3,42.5,12.9,0.0,0.0,0.0,49.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
084910,084910122,84,4,EE - 05, ,56,.,.,56,.,100,.,73,72,56,736,7.6,779,157,114,386,ART AND PAT GOFORTH EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,50,.,.,.,6.4,20.2,14.6,0.0,0.0,0.0,49.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
084910,084910123,84,4,EE - 05, ,58,.,.,58,.,100,.,92,88,29,707,4.1,788,117,119,393,HENRY BAUERSCHLAG EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,51,.,.,.,6.5,14.8,15.1,0.0,0.0,0.0,49.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
084910,084910124,84,4,EE - 05, ,56,.,.,56,.,100,.,91,94,59,439,13.4,500,185,77,227,FALCON PASS EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,69,.,.,.,13.8,37.0,15.4,0.0,0.0,0.0,45.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
084910,084910125,84,4,EE - 05, ,48,.,.,48,.,100,.,67,65,33,750,4.4,859,366,102,430,ARLYNE & ALAN WEBER EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,344,.,.,.,40.0,42.6,11.9,0.0,0.0,0.0,50.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
084910,084910126,84,4,KG - 05, ,57,.,.,57,.,.,.,70,71,75,492,15.2,533,144,48,281,G W ROBINSON,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,KG,05,E,27,.,.,.,5.1,27.0,9.0,0.0,0.0,0.0,52.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
084910,084910127,84,4,KG - 05, ,54,.,.,54,.,100,.,58,57,41,637,6.4,700,102,78,370,DARWIN L GILMORE EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,KG,05,E,33,.,.,.,4.7,14.6,11.1,0.0,0.0,0.0,52.9,N,N,N,N,N,N,N,N,N, ,N, ,N,99,92,Not Rated: Declared State of Disaster
084910,084910128,84,4,EE - 05, ,55,.,.,55,.,.,.,92,78,85,735,11.6,756,206,131,406,RALPH PARR EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,EE,05,E,36,.,.,.,4.8,27.2,17.3,0.0,0.0,0.0,53.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
084910,084910129,84,4,KG - 05, ,50,.,.,50,.,100,.,36,50,40,686,5.8,768,120,84,443,SANDRA MOSSMAN EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,KG,05,E,29,.,.,.,3.8,15.6,10.9,0.0,0.0,0.0,57.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
084910,084910130,84,4,PK - 05, ,53,.,.,53,.,100,.,73,78,24,484,5,637,93,94,306,CAMPBELL EL,REGION 04: HOUSTON,CLEAR CREEK ISD,GALVESTON,PK,05,E,67,.,.,.,10.5,14.6,14.8,0.0,0.0,0.0,48.0,N,N,N,N,N,N,N,N,N, ,N, ,N,.,97,Not Rated: Declared State of Disaster
084911,084911001,84,4,09 - 12, ,70,81,99.8,76,100,.,100,100,89,79,2113,3.7,2028,179,185,2028,FRIENDSWOOD H S,REGION 04: HOUSTON,FRIENDSWOOD ISD,GALVESTON,09,12,S,20,.,.,0,1.0,8.8,9.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,97,Not Rated: Declared State of Disaster
084911,084911041,84,4,06 - 08, ,58,.,.,58,.,100,.,100,91,76,1511,5,1488,158,172,1488,FRIENDSWOOD J H,REGION 04: HOUSTON,FRIENDSWOOD ISD,GALVESTON,06,08,M,30,.,.,.,2.0,10.6,11.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
084911,084911101,84,4,EE - 02,'084911103,.,.,.,.,.,.,.,.,.,18,401,4.5,613,147,92,0,WESTWOOD EL,REGION 04: HOUSTON,FRIENDSWOOD ISD,GALVESTON,EE,02,E,35,.,.,.,5.7,24.0,15.0,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,ZUE S BALES INT,N, ,Y,.,.,Not Rated: Declared State of Disaster
084911,084911102,84,4,KG - 03, ,63,.,.,63,.,.,.,100,100,32,592,5.4,767,48,104,137,C W CLINE EL,REGION 04: HOUSTON,FRIENDSWOOD ISD,GALVESTON,KG,03,E,23,.,.,.,3.0,6.3,13.6,0.0,0.0,0.0,17.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
084911,084911103,84,4,03 - 05, ,60,.,.,60,.,100,.,82,88,28,639,4.4,599,106,101,599,ZUE S BALES INT,REGION 04: HOUSTON,FRIENDSWOOD ISD,GALVESTON,03,05,E,27,.,.,.,4.5,17.7,16.9,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,96,Not Rated: Declared State of Disaster
084911,084911104,84,4,03 - 05, ,71,.,.,71,.,.,.,100,100,23,591,3.9,601,38,93,601,WINDSONG INT,REGION 04: HOUSTON,FRIENDSWOOD ISD,GALVESTON,03,05,E,6,.,.,.,1.0,6.3,15.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,94,Not Rated: Declared State of Disaster
085902,085902001,85,17,09 - 12, ,61,67,100,64,100,.,100,100,100,34,227,15,205,119,15,205,POST H S,REGION 17: LUBBOCK,POST ISD,GARZA,09,12,S,9,0,0,0,4.4,58.0,7.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
085902,085902040,85,17,08 - 12, ,.,.,.,.,100,.,.,.,.,123,136,90.4,33,33,3,33,GARZA COUNTY REGIONAL JUVENILE CEN,REGION 17: LUBBOCK,POST ISD,GARZA,08,12,S,1,0,0,0,3.0,100.0,9.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,N,Y, ,N,RESIDENTIAL FACILITY,N,100,100,Not Rated
085902,085902041,85,17,06 - 08, ,26,.,.,26,.,.,.,0,14,22,182,12.1,212,154,28,212,POST MIDDLE,REGION 17: LUBBOCK,POST ISD,GARZA,06,08,M,19,0,0,0,9.0,72.6,13.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
085902,085902101,85,17,EE - 05, ,39,.,.,39,.,100,.,0,7,23,283,8.1,347,267,54,149,POST EL,REGION 17: LUBBOCK,POST ISD,GARZA,EE,05,E,34,0,0,0,9.8,76.9,15.6,0.0,0.0,0.0,42.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
085903,085903001,85,17,KG - 12, ,31,55,100,43,100,.,100,0,20,19,131,14.5,117,83,10,90,SOUTHLAND SCHOOL,REGION 17: LUBBOCK,SOUTHLAND ISD,GARZA,KG,12,B,0,0,0,0,0.0,70.9,8.5,0.0,0.0,0.0,76.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
086024,086024101,86,13,PK - 08, ,51,.,.,51,.,.,.,100,.,8,21,38.1,18,0,1,5,DOSS EL,REGION 13: AUSTIN,DOSS CONSOLIDATED CSD,GILLESPIE,PK,08,E,0,0,.,.,0.0,0.0,5.6,0.0,0.0,0.0,27.8,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
086901,086901001,86,13,09 - 12, ,53,49,99.5,51,100,0,40,78,38,92,1039,8.9,1019,383,113,1019,FREDERICKSBURG H S,REGION 13: AUSTIN,FREDERICKSBURG ISD,GILLESPIE,09,12,S,75,0,0,0,7.4,37.6,11.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
086901,086901002,86,13,10 - 12, ,59,4,100,.,0,.,0,100,.,35,41,85.4,28,19,0,28,ALTER SCH,REGION 13: AUSTIN,FREDERICKSBURG ISD,GILLESPIE,10,12,S,2,0,0,0,7.1,67.9,0.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,Y,N, ,N,AEC OF CHOICE - DRS,N,100,100,Not Rated: Declared State of Disaster
086901,086901041,86,13,06 - 08, ,50,.,.,50,.,100,.,67,56,50,710,7,677,362,92,677,FREDERICKSBURG MIDDLE,REGION 13: AUSTIN,FREDERICKSBURG ISD,GILLESPIE,06,08,M,79,0,0,.,11.7,53.5,13.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
086901,086901102,86,13,02 - 05, ,41,.,.,41,.,100,.,11,31,59,869,6.8,766,461,158,598,FREDERICKSBURG EL,REGION 13: AUSTIN,FREDERICKSBURG ISD,GILLESPIE,02,05,E,162,0,0,.,21.1,60.2,20.6,0.0,0.0,0.0,78.1,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,99,Not Rated: Declared State of Disaster
086901,086901103,86,13,KG - 05, ,64,.,.,64,.,.,.,100,100,5,79,6.3,99,32,9,44,STONEWALL EL,REGION 13: AUSTIN,FREDERICKSBURG ISD,GILLESPIE,KG,05,E,3,0,0,.,3.0,32.3,9.1,0.0,0.0,0.0,44.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
086901,086901104,86,13,EE - 01,'086901102,.,.,.,.,.,.,.,.,.,22,190,11.6,495,344,54,0,FREDERICKSBURG PRI,REGION 13: AUSTIN,FREDERICKSBURG ISD,GILLESPIE,EE,01,E,125,0,0,.,25.3,69.5,10.9,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,FREDERICKSBURG EL,N, ,Y,.,.,Not Rated: Declared State of Disaster
086902,086902001,86,13,09 - 12, ,57,89,100,73,100,.,100,71,60,21,177,11.9,169,46,24,169,HARPER H S,REGION 13: AUSTIN,HARPER ISD,GILLESPIE,09,12,S,5,0,0,0,3.0,27.2,14.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,100,Not Rated: Declared State of Disaster
086902,086902041,86,13,05 - 08, ,51,.,.,51,.,.,.,43,80,19,196,9.7,182,63,21,182,HARPER MIDDLE,REGION 13: AUSTIN,HARPER ISD,GILLESPIE,05,08,M,1,0,0,0,0.5,34.6,11.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
086902,086902101,86,13,PK - 04, ,61,.,.,61,.,.,.,100,83,16,161,9.9,202,90,16,75,HARPER EL,REGION 13: AUSTIN,HARPER ISD,GILLESPIE,PK,04,E,5,0,0,0,2.5,44.6,7.9,0.0,0.0,0.0,37.1,N,N,N,N,N,N,N,N,N, ,N, ,N,98,99,Not Rated: Declared State of Disaster
087901,087901001,87,18,06 - 12, ,65,78,100,72,100,.,100,100,100,11,161,6.8,154,47,11,154,GARDEN CITY H S,REGION 18: MIDLAND,GLASSCOCK COUNTY ISD,GLASSCOCK,06,12,B,11,0,0,0,7.1,30.5,7.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
087901,087901101,87,18,PK - 05, ,67,.,.,67,.,.,.,100,100,11,121,9.1,138,35,15,64,GARDEN CITY EL,REGION 18: MIDLAND,GLASSCOCK COUNTY ISD,GLASSCOCK,PK,05,E,13,0,0,0,9.4,25.4,10.9,0.0,0.0,0.0,46.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
088902,088902001,88,3,09 - 12, ,48,63,100,56,100,.,100,38,33,40,406,9.9,359,160,44,359,GOLIAD H S,REGION 03: VICTORIA,GOLIAD ISD,GOLIAD,09,12,S,6,0,0,0,1.7,44.6,12.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
088902,088902005,88,3,09 - 11, ,.,.,.,.,.,.,.,.,.,.,.,.,6,3,0,6,GOLIAD DAEP,REGION 03: VICTORIA,GOLIAD ISD,GOLIAD,09,11,S,0,0,0,0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,N,Y,N,N,Y,N,N,N,N, ,N, ,N,.,-1,Not Rated
